contrast,context_length,cache_budget,remote_count,metric,left_mean,right_mean,mean_difference,ci_low,ci_high,documents,targets
prefix_minus_recent,32768,128,16,delta_ce,0.2606928470258847,2.299716430883606,-2.0390235838577215,-2.424394071719479,-1.6539654479260744,8,512
prefix_minus_recent,32768,128,16,kl_full_to_compact,0.2608927126672955,2.4372277999943393,-2.1763350873270437,-2.61878979171026,-1.73995151709573,8,512
prefix_minus_recent,32768,128,16,top1_changed,0.23828125,0.7109375,-0.47265625,-0.546875,-0.40424804687500027,8,512
prefix_minus_recent,32768,512,16,delta_ce,0.080673977870382,1.4103227960447953,-1.3296488181744133,-1.6983771862142154,-0.9592832860961948,8,512
prefix_minus_recent,32768,512,16,kl_full_to_compact,0.12462976803421011,1.6435683682917954,-1.5189386002575853,-1.9011626419532004,-1.1065898858307956,8,512
prefix_minus_recent,32768,512,16,top1_changed,0.166015625,0.556640625,-0.390625,-0.451171875,-0.330078125,8,512
prefix_minus_recent,32768,2048,16,delta_ce,0.017055325283344303,0.6495032887758354,-0.6324479634924911,-0.949843843269352,-0.3683048173147938,8,512
prefix_minus_recent,32768,2048,16,kl_full_to_compact,0.06806310390827985,0.806819706560101,-0.7387566026518212,-1.1340946735512636,-0.41373704029606256,8,512
prefix_minus_recent,32768,2048,16,top1_changed,0.140625,0.361328125,-0.220703125,-0.27734375,-0.171875,8,512
prefix_minus_recent,32768,8192,16,delta_ce,-0.000800606424110839,0.3266780590773277,-0.32747866550143856,-0.5814655622330963,-0.1404425842617773,8,512
prefix_minus_recent,32768,8192,16,kl_full_to_compact,0.02768096969076167,0.45171835114110204,-0.42403738145034037,-0.682111948109396,-0.21998193664858898,8,512
prefix_minus_recent,32768,8192,16,top1_changed,0.0859375,0.27734375,-0.19140625,-0.25,-0.138671875,8,512
prefix_minus_recent,16384,128,64,delta_ce,0.3060926307336782,1.9258868738298918,-1.6197942430962136,-2.0779078034137206,-1.2493991384891712,8,512
prefix_minus_recent,16384,128,64,kl_full_to_compact,0.33714179519606446,2.0353019401334365,-1.698160144937372,-2.192463045588488,-1.3258991574513344,8,512
prefix_minus_recent,16384,128,64,top1_changed,0.228515625,0.615234375,-0.38671875,-0.462890625,-0.318359375,8,512
prefix_minus_recent,16384,512,64,delta_ce,0.08645320290352965,0.8573416064770032,-0.7708884035734735,-1.213456113443425,-0.42173343355327764,8,512
prefix_minus_recent,16384,512,64,kl_full_to_compact,0.13758439153698782,1.015554659549604,-0.8779702680126162,-1.3141384927020976,-0.5248515347442796,8,512
prefix_minus_recent,16384,512,64,top1_changed,0.166015625,0.412109375,-0.24609375,-0.314453125,-0.1796875,8,512
prefix_minus_recent,16384,2048,64,delta_ce,0.03752045253984715,0.4740839061731714,-0.43656345363332427,-0.7016089796593139,-0.2500726049752412,8,512
prefix_minus_recent,16384,2048,64,kl_full_to_compact,0.06670875908042893,0.5445149778356511,-0.4778062187552221,-0.7463368841332132,-0.27924931948965226,8,512
prefix_minus_recent,16384,2048,64,top1_changed,0.10546875,0.296875,-0.19140625,-0.265673828125,-0.12690429687500027,8,512
prefix_minus_recent,16384,8192,64,delta_ce,0.00037364121459937394,0.3333231515427819,-0.33294951032818254,-0.5801614807465658,-0.16435656562974704,8,512
prefix_minus_recent,16384,8192,64,kl_full_to_compact,0.015860803022767045,0.40369425552735994,-0.3878334525045929,-0.628178004374439,-0.2133960557459883,8,512
prefix_minus_recent,16384,8192,64,top1_changed,0.0625,0.236328125,-0.173828125,-0.23828125,-0.119140625,8,512
prefix_minus_recent,24576,128,64,delta_ce,0.2902061428555802,2.1047102068961863,-1.814504064040606,-2.1439366888327394,-1.5128830153302215,8,512
prefix_minus_recent,24576,128,64,kl_full_to_compact,0.3485991821314274,2.2895473985289527,-1.9409482163975253,-2.206721143086582,-1.6582786815538948,8,512
prefix_minus_recent,24576,128,64,top1_changed,0.232421875,0.6171875,-0.384765625,-0.421875,-0.349609375,8,512
prefix_minus_recent,24576,512,64,delta_ce,0.1675064401320574,1.480745502697772,-1.3132390625657147,-1.7815859875818654,-0.9128408446534308,8,512
prefix_minus_recent,24576,512,64,kl_full_to_compact,0.1767698531659474,1.6897893371416899,-1.5130194839757425,-1.9110200346120685,-1.1323155101064648,8,512
prefix_minus_recent,24576,512,64,top1_changed,0.15234375,0.556640625,-0.404296875,-0.474609375,-0.33198242187500027,8,512
prefix_minus_recent,24576,2048,64,delta_ce,0.10359057041705189,0.7684527516247961,-0.6648621812077442,-1.1504009779378364,-0.3831898703150989,8,512
prefix_minus_recent,24576,2048,64,kl_full_to_compact,0.10018348862065773,0.8048219366704892,-0.7046384480498314,-1.1716521633761081,-0.4184844240774572,8,512
prefix_minus_recent,24576,2048,64,top1_changed,0.125,0.37890625,-0.25390625,-0.337939453125,-0.185546875,8,512
prefix_minus_recent,24576,8192,64,delta_ce,0.013410595056479568,0.4327207053335149,-0.41931011027703535,-0.7661348099178977,-0.20849945411697607,8,512
prefix_minus_recent,24576,8192,64,kl_full_to_compact,0.028475150138467797,0.48212210291951063,-0.45364695278104283,-0.7526318923007022,-0.27260713486494587,8,512
prefix_minus_recent,24576,8192,64,top1_changed,0.05859375,0.2890625,-0.23046875,-0.279296875,-0.1796875,8,512
prefix_minus_recent,32768,128,64,delta_ce,0.3256768938125614,2.299716430883606,-1.9740395370710448,-2.3626775189543316,-1.5601323318586304,8,512
prefix_minus_recent,32768,128,64,kl_full_to_compact,0.33715266587235393,2.4372277999943393,-2.1000751341219854,-2.5405371947298065,-1.6547988975831558,8,512
prefix_minus_recent,32768,128,64,top1_changed,0.2578125,0.7109375,-0.453125,-0.525390625,-0.38666992187500027,8,512
prefix_minus_recent,32768,512,64,delta_ce,0.09427083984470608,1.4103227960447953,-1.3160519562000892,-1.695239310969356,-0.9220518354417674,8,512
prefix_minus_recent,32768,512,64,kl_full_to_compact,0.12907917738936647,1.6435683682917954,-1.514489190902429,-1.9039897747266303,-1.0859494886962024,8,512
prefix_minus_recent,32768,512,64,top1_changed,0.173828125,0.556640625,-0.3828125,-0.43359375,-0.32807617187500027,8,512
